train validation
3.7841060161590576 4.508357922236125
4.429601073265076 3.646098534266154
3.4041907787323 2.977423310279846
2.7432308197021484 2.8601597944895425
2.3661202987035117 2.29214608669281
2.1845573782920837 2.2374915281931558
2.0987397829691568 2.371851166089376
2.0173689921696982 2.0812923113505044
1.9533151586850483 1.943095604578654
1.901425063610077 2.1290338039398193
1.855124831199646 2.012038310368856
1.8122599919637044 1.9810524384180705
1.778709312280019 2.194091558456421
1.7471631169319153 1.9039253393809001
1.7176688710848491 1.79020361105601
1.6914163827896118 1.82157035668691
1.6720944046974182 1.6654940843582153
1.653804103533427 1.6467772324879963
1.6377428770065308 1.7012025912602742
1.6242726643880208 1.7111706733703613
1.61470232407252 1.6015050013860066
1.6066322127978008 1.6012110710144043
1.5972815155982971 1.5880378087361653
1.589972694714864 1.6731635332107544
1.5863388379414876 1.531111518541972
1.58292422691981 1.6401926676432292
1.5751836498578389 1.6265035072962444
1.5689788460731506 1.6283869345982869
1.5645717978477478 1.5882753531138103
1.5595743656158447 1.6778425772984822
1.5629733204841614 1.5679433345794678
1.5571785966555278 1.6072109540303547
1.5498878161112468 1.5534291664759319
1.544844388961792 1.6195988655090332
1.5409777561823528 1.5565241575241089
1.5397864977518718 1.5403498808542888
1.5322193106015523 1.4650602738062541
1.5294435024261475 1.535425027211507
1.5265352725982666 1.5142356554667156
3.1175925731658936 2.536477247873942
2.368202269077301 2.244432965914408
2.0869590044021606 1.940380851427714
1.9145187735557556 1.8908706108729045
1.791358967622121 1.7556102673212688
1.717574934164683 1.7352691888809204
1.6695740222930908 1.7329227129618328
1.632019321123759 1.6371718645095825
1.610823889573415 1.6682246923446655
1.5938364068667095 1.6129254500071208
1.584036906560262 1.6300266583760579
1.573650856812795 1.5831207434336345
1.5651251673698425 1.6475119193394978
1.5581727822621663 1.510133186976115
1.55419921875 1.545393745104472
1.5494285225868225 1.549670139948527
1.5442888736724854 1.610271692276001
1.5400246779123943 1.5618048906326294
1.535406192143758 1.570880691210429
1.5293171405792236 1.5418773889541626
1.526284436384837 1.595496932665507
1.5231435497601826 1.533276875813802
1.5201421578725178 1.5903823375701904
1.5183581709861755 1.5204819838205974
1.5168912212053935 1.5133697589238484
1.5103962421417236 1.5128863255182903
1.5066336790720622 1.5779863198598225
1.5045590202013652 1.5868595441182454
1.505436638991038 1.5796226660410564
1.499694546063741 1.521346926689148
1.4963684280713399 1.4464258750279744
1.4945392608642578 1.4351412057876587
1.4928894837697346 1.4218369325002034
1.493068555990855 1.4996277491251628
1.48933607339859 1.5462672710418701
1.4880008101463318 1.52940837542216
1.4844162662823994 1.4688405990600586
1.483153522014618 1.5282602310180664
1.4832611878712971 1.5369041760762532
1.4769940574963887 1.4372979799906414
1.4782801667849224 1.5565554300944011
1.475620706876119 1.5242124398549397
1.4723183314005535 1.483260989189148
1.4730481902758281 1.4805608193079631
1.4754812320073445 1.4741981029510498
1.4699472387631733 1.5471982955932617
1.4679670333862305 1.5070934693018596
1.4691663185755413 1.4756430784861247
1.463945209980011 1.407077471415202
1.4630067348480225 1.464401125907898
1.462893585364024 1.522382140159607
1.464148998260498 1.545287052790324
1.4587292671203613 1.5363130569458008
1.4576303760210674 1.411430557568868
1.4558236797650654 1.4770656824111938
1.4559328357378643 1.4540038108825684
1.4555941025416057 1.5149943431218464
1.4523214896519978 1.4561675389607747
1.4524217049280803 1.4529097477595012
1.4528940320014954 1.5085495710372925
1.4489686886469524 1.5249830484390259
1.4459264477094014 1.516662359237671
1.4465541243553162 1.412394603093465
1.4456970691680908 1.444399396578471
1.44663804769516 1.4999329646428425
1.4461541374524434 1.446800947189331
1.4417595267295837 1.5312206745147705
1.4429365197817485 1.507251540819804
1.4383003910382588 1.5272668997446697
1.438850959142049 1.5205020507176716
1.4359713196754456 1.5094797611236572
1.434974730014801 1.3965236743291218
1.433557649453481 1.4466658035914104
1.435930848121643 1.5207364161809285
1.435898780822754 1.4606695572535198
1.436570684115092 1.5134236017862956
1.4292035301526387 1.5255427360534668
1.4300840695699055 1.4317882458368938
1.4278226693471272 1.4537365039189656
1.4279242356618245 1.4352157910664876
1.4392879903316498 1.4416074752807617
1.427302877108256 1.5083048741022747
1.4256778955459595 1.5010052124659221
1.426165242989858 1.4332040548324585
1.4231305917104085 1.516499678293864
1.421823541323344 1.5087223450342815
1.4229835867881775 1.440658966700236
1.4207367897033691 1.4293264547983806
1.4190666278203328 1.405641237894694
1.423977792263031 1.4246968825658162
1.4203703006108601 1.4890027046203613
1.420027732849121 1.498746434847514
1.4179603060086567 1.4891056219736736
1.4152849912643433 1.5122787952423096
1.4154197971026103 1.3894397815068562
1.4163433114687602 1.3901495138804119
1.4159609476725261 1.4353460868199666
1.4133679668108623 1.4991130034128826
1.4156429370244343 1.4535406430562336
1.414394497871399 1.4369791746139526
1.4109959602355957 1.4484105507532756
1.4111877878506978 1.415544867515564
1.4111361900965373 1.4401968320210774
1.412367582321167 1.440562129020691
1.409520109494527 1.4277233282725017
1.4075316786766052 1.3560320138931274
1.406345268090566 1.4972420533498128
1.4082641402880351 1.3484373688697815
1.416061947743098 1.413489818572998
1.405294954776764 1.4905976851781209
1.4038630525271099 1.480341871579488
1.4041117628415425 1.4716960191726685
1.3998430172602336 1.4964134295781453
1.399976670742035 1.4309365351994832
1.3988639116287231 1.5013086001078289
1.3972877264022827 1.3837461868921916
1.4000577131907146 1.4305421113967896
1.4013830025990803 1.4929401874542236
1.4002152283986409 1.4882925351460774
1.397828221321106 1.456701358159383
1.3949981133143108 1.4464853604634602
1.3933507601420085 1.4334766070048015
1.3930233319600422 1.462691108385722
1.391699771086375 1.4962073961893718
1.3918752868970234 1.421668569246928
1.392993966738383 1.4762123823165894
1.391600986321767 1.4750268459320068
1.3906231721242268 1.5056649843851726
1.3785158395767212 1.3664357662200928
1.3736793200174968 1.4350627263387044
1.3716289798418682 1.3617159128189087
1.3724078337351482 1.4656335512797039
1.3702239394187927 1.4307338396708171
1.3729905287424724 1.4155353705088298
1.3721120754877727 1.4613503217697144
1.3666396935780842 1.4930156866709392
1.3697933554649353 1.4823200305302937
1.3708266417185466 1.4214382966359456
1.3656760255495708 1.5017236073811848
1.3670191367467244 1.4580955108006795
1.3688276608784993 1.3970516920089722
1.367552121480306 1.4750370581944783
1.3657444715499878 1.4958436091740925
1.3645707368850708 1.4167087078094482
1.3632190426190693 1.4869473775227864
1.367200752099355 1.468377947807312
1.36592964331309 1.448062777519226
1.3605948090553284 1.490213394165039
1.3618872165679932 1.4797683556874592
1.3620256781578064 1.4112767378489177
1.359534502029419 1.4518169562021892
1.362555722395579 1.4713886578877766
1.3615736961364746 1.4059605995814006
1.3603641986846924 1.4723599354426067
1.3580295046170552 1.481641451517741
1.357196827729543 1.3723889986673992
1.3528990546862285 1.4219266573588054
1.3654898802439372 1.3021785616874695
1.36116357644399 1.4648550748825073
1.3597361048062642 1.4209105968475342
1.3538187940915425 1.3646670579910278
1.353860874970754 1.4033239285151164
1.3524497548739116 1.4650364716847737
1.3536864121754963 1.4955156246821086
1.3519383271535237 1.4367853005727131
1.3497063318888347 1.4738953510920207
1.3531955083211262 1.4603205521901448
1.354501187801361 1.4001256227493286
1.3477673133214314 1.478392481803894
1.346700410048167 1.4370047648747761
1.3504987359046936 1.418199857076009
1.3470111687978108 1.4170907338460286
1.3505802551905315 1.4456390937169392
1.3469678163528442 1.4101115465164185
1.349517325560252 1.4207850297292073
1.3447316686312358 1.4632875521977742
1.341310183207194 1.4788356224695842
1.3449037075042725 1.4159068663914998
1.3476578791936238 1.39297350247701
1.3490830659866333 1.368674874305725
1.3428293665250142 1.3592993418375652
1.3431780934333801 1.4409732818603516
1.3431021372477214 1.4135621786117554
1.3413369456926982 1.4491648276646931
1.343868573506673 1.4743563334147136
1.3377413352330525 1.3933265209197998
1.3403356870015461 1.4186677932739258
1.3344682852427165 1.465461254119873
1.3454310297966003 1.3969523906707764
1.340004563331604 1.47404940923055
1.3414312203725178 1.4153259992599487
1.3391677339871724 1.410774827003479
1.3343950907389324 1.4540496667226155
1.3393320838610332 1.4004881779352825
1.3326027592023213 1.4687048196792603
1.3374892870585124 1.4104684591293335
1.3333497444788616 1.4445798794428508
1.334173580010732 1.348401625951131
1.3338147004445393 1.3374639749526978
1.332955817381541 1.3607803185780842
1.3299158414204915 1.461590568224589
1.3291067878405254 1.3911991119384766
1.3253545959790547 1.4777578910191853
1.3309450348218281 1.4158029953638713
1.3309439619382222 1.3199276526769002
1.3303604523340862 1.4216252168019612
1.3316060503323872 1.3873912890752156
1.3294662237167358 1.46896759668986
1.331526279449463 1.4474329153696697
1.3269597093264263 1.4620509147644043
1.3266084392865498 1.4582773844401042
1.3304251631100972 1.4038478930791218
1.324598451455434 1.4130254983901978
1.325308620929718 1.417940338452657
1.3284425139427185 1.418093204498291
1.3294093012809753 1.4726457198460896
1.3273303508758545 1.3963701725006104
1.3194107214609783 1.3833643595377605
1.324917455514272 1.4224308331807454
1.3233970006306965 1.4798895915349324
1.322418173154195 1.4283172289530437
1.3207040826479595 1.4658985535303752
1.3174503445625305 1.3528746763865154
1.3204460342725117 1.359262228012085
1.3194870750109355 1.4102638165156047
1.3182546893755596 1.4139848152796428
1.3161438703536987 1.4708908398946126
1.31243763367335 1.3844074805577595
1.3234654267628987 1.4578598340352376
1.3128875494003296 1.454316775004069
1.3174835046132405 1.4113207658131917
1.3143417835235596 1.4420125087102253
1.3115176757176716 1.4295274019241333
1.3089556495348613 1.4053173065185547
