train validation
4.633974502484004 1.784995675086975
1.5672213012973468 1.7791264057159424
1.5503015021483104 1.746893286705017
1.4635937809944153 1.719769835472107
1.3523903439442317 2.1614108085632324
1.2967833926280339 1.8434746265411377
1.250650445620219 1.8033206462860107
1.2296991422772408 1.8064701557159424
1.2192892332871754 1.8262786865234375
1.2159464955329895 1.8145803213119507
1.2137749294439952 1.8393367528915405
1.2100943053762119 1.8109833002090454
1.207584634423256 1.8375418186187744
1.2067214051882427 1.9043407440185547
1.2047946602106094 1.976249098777771
1.2046845157941182 1.8443950414657593
1.2032328844070435 1.8757530450820923
1.2024604404966037 1.8675930500030518
1.2023312970995903 1.8783156871795654
1.2016221433877945 1.8991245031356812
1.201392685373624 1.9317924976348877
1.2002374281485875 1.8993688821792603
1.1301616405447323 1.890479326248169
1.0042773112654686 2.4050118923187256
0.9647979289293289 2.1571907997131348
0.9333407332499822 2.1191442012786865
0.9238056242465973 2.1830363273620605
0.9202444717908899 2.1855952739715576
0.91532202064991 2.1242098808288574
0.9125047673781713 2.2605385780334473
0.9108010679483414 2.212676525115967
0.9097725815760592 2.313417673110962
0.9092196799659481 2.202366590499878
0.9079675938313206 2.282494306564331
0.9074812332789103 2.3147451877593994
0.9069372738401095 2.2666664123535156
0.9054655159513155 2.2811150550842285
0.9046673474367708 2.367457389831543
0.9049818764130274 2.2530007362365723
0.9040916495335599 2.3026580810546875
0.903325100739797 2.3990230560302734
0.9029583036899567 2.3555026054382324
0.9024135860769699 2.3493733406066895
0.9022027601798376 2.3936924934387207
0.9005226592222849 2.313350200653076
0.860657125711441 2.147796630859375
0.7953971318590144 2.180568218231201
1.1252227649092674 4.466543674468994
1.056245466073354 2.218010425567627
0.7724233289870123 2.996284008026123
0.6393756254886588 2.8016746044158936
0.6152436370030046 3.1367955207824707
0.6097224991147717 3.180866241455078
0.606470745212088 3.3008651733398438
0.6052623142798742 3.343963146209717
0.6039364331712326 3.374661922454834
0.6030967782717198 3.4874050617218018
0.6026218227731684 3.5443387031555176
0.6020126637886278 3.493614673614502
0.6016479084889094 3.4050421714782715
0.6012732848369827 3.3744559288024902
0.6009964893261591 3.4330577850341797
0.6007834040501621 3.5200600624084473
0.6005229358561337 3.6594786643981934
0.6002868718157212 3.5598952770233154
0.6001231223344803 3.60400652885437
0.5999663000305494 3.8460540771484375
0.5998234947522482 3.5951080322265625
0.5997065595972041 3.547438144683838
0.5995594659859004 3.760334014892578
0.5994405839204168 3.6953125
0.5993399346868197 3.592633008956909
0.5970073836409332 3.610413074493408
0.5656703516142443 3.4964237213134766
0.5388085947876485 3.5382437705993652
0.5193421388200173 3.563746929168701
0.5094120437085318 3.5904808044433594
0.5072728012843678 3.748857021331787
0.5027803330255362 3.557102680206299
0.5013423981824113 3.5372257232666016
0.500606949305317 3.807293653488159
0.5007425120760066 3.8006210327148438
0.502153308771085 3.6338677406311035
0.5006812703795731 3.6339175701141357
0.49968814974029857 3.5888848304748535
0.4994886729691643 3.6406173706054688
0.50002040261946 3.708098888397217
0.5029385034188939 3.8668322563171387
0.5000226029854579 3.840843915939331
0.4999657492735423 3.642671585083008
0.4991037985503984 3.929450273513794
0.5022077930043451 3.670614719390869
0.49882785727580387 3.749835252761841
0.4999798971887988 3.722153425216675
0.49798954899112385 3.6413047313690186
0.5001545415337508 3.668447971343994
0.4972796449922801 3.744602918624878
0.49952611211726133 3.6931865215301514
0.5014749961458923 3.908730983734131
0.5007115761497213 3.667227268218994
0.49598998981916037 3.659313678741455
0.49766553369894 3.7212319374084473
0.49731387281402323 3.7197372913360596
0.4971621516063654 3.641202449798584
0.4970235676640489 3.6928582191467285
0.49667053858865984 3.8677124977111816
0.496701084523617 3.937361240386963
0.4977570551594302 3.6952285766601562
0.496781776600983 3.6792190074920654
0.49571991149665945 3.74383807182312
0.496415466099279 3.7221932411193848
0.49700672877952456 3.8636276721954346
0.4960159638042872 4.0456647872924805
0.49593386890289065 3.715160369873047
0.4958886422294502 3.6779086589813232
0.4960384939404321 3.6636829376220703
0.49701790113855776 4.0407304763793945
0.49596215720036224 4.106264591217041
0.49600668004131876 3.688091278076172
0.49688598687256064 3.8160972595214844
0.49727415810533176 3.8231234550476074
0.49505886804157245 3.8418936729431152
0.4956377999042161 3.7973411083221436
0.4959381980103596 3.8233184814453125
0.4960890536312945 3.684774875640869
0.49573000383679755 3.7439212799072266
0.4954864406803002 4.1047492027282715
0.4953765428508632 3.966810941696167
0.49551687265435856 3.7868194580078125
0.4957745509843032 3.733219861984253
0.49592119703690213 3.680009126663208
0.4947458987517166 3.7523913383483887
0.4960245239975241 3.7159628868103027
0.4957448802548849 3.707188129425049
0.4969329406934169 3.852416515350342
0.496272876218427 3.7017033100128174
0.49758214437558007 3.7434802055358887
0.49661978808095836 3.828336238861084
0.4940486905155315 3.991870164871216
0.49479622940028395 3.8599159717559814
0.4944627736937643 3.89630126953125
0.4969489089538304 3.8170230388641357
0.4937794379075058 3.9627082347869873
0.49384429690932546 3.901571750640869
0.4940306209027767 3.783099412918091
0.49529107729904354 3.7752997875213623
0.49510406074599206 3.7898476123809814
0.49464752472704276 3.7956161499023438
0.49390077867913834 4.153138637542725
0.49400354218960274 3.805678129196167
0.4935939954739297 3.7617416381835938
0.49507199838990346 3.9219391345977783
0.49456448276274995 4.085544586181641
0.49387248411464196 3.9133238792419434
0.49414134181279223 3.7807228565216064
0.4935467181106408 3.777958631515503
0.49414719115399447 3.7635910511016846
0.4941558505258096 3.8598926067352295
0.49303441411272314 3.809624195098877
0.49498640561068896 3.7700982093811035
0.49310132951359265 4.064370632171631
0.4942974963826903 3.7610630989074707
0.4937797336703322 3.734727382659912
0.4950235110833698 3.832566022872925
0.4944429671644078 4.117511749267578
0.4946594462865808 3.9396896362304688
0.49446044899620273 4.030091285705566
0.4933286583109293 3.7599666118621826
0.4936489227693528 3.808823347091675
0.4934723774592082 3.832136631011963
0.49320162520355854 3.9225692749023438
0.4922419687112172 3.876897096633911
0.49422079210489755 3.796295166015625
0.49281802535794367 3.768611192703247
0.4934105348511366 4.0496673583984375
0.49368352567156154 3.763740062713623
0.49192378044729895 3.820728302001953
0.49291472096835304 4.0600152015686035
0.49421274239769747 3.7854208946228027
0.49267208004797186 4.081175804138184
0.49303254251814604 3.84911847114563
0.49193182588593726 3.8099162578582764
0.4926841268946494 3.9671573638916016
0.4927255726167156 3.807852268218994
0.4920163480758977 3.8748621940612793
0.4916788180768587 4.203482627868652
0.4922787861372247 4.097679138183594
0.49486496481404174 3.8623414039611816
0.4922121825317542 4.080036163330078
0.4924731799953103 4.166728973388672
0.4920878892298788 3.850569486618042
0.4910821741311035 3.8504843711853027
0.49168964014582645 3.924914598464966
0.49301822173098725 3.9313552379608154
0.4926095159777712 3.865379810333252
0.49489639562671073 3.833681583404541
0.4919621399603784 3.8164894580841064
0.4919029175265071 3.800018310546875
0.49231902305230807 4.224934101104736
0.49093647795234574 3.9533886909484863
