train validation
56.79188350836436 1.7945796251296997
1.8768031398455303 1.7980318069458008
1.7973200877507527 1.7700616121292114
1.7873815695444744 1.7359352111816406
1.8049971063931782 1.7445526123046875
1.749817927678426 1.7310338020324707
1.7697715957959492 1.7173212766647339
1.7234303156534831 1.7406052350997925
1.6840492486953735 1.6459498405456543
1.7442184289296467 1.6258301734924316
1.661378562450409 1.7533073425292969
1.7349553902943928 1.5971180200576782
1.6385264197985332 1.5968748331069946
1.5839614868164062 1.6796869039535522
1.5381818811098735 1.6426597833633423
1.5117936929066975 1.4932810068130493
1.4951383670171101 1.5855010747909546
1.5011621117591858 1.655295491218567
1.5025666157404582 1.652000069618225
1.47093665599823 1.7447632551193237
1.4739215175310771 1.6883729696273804
1.4588759541511536 1.6477689743041992
1.4451480905214946 1.7706276178359985
1.453659176826477 1.5366696119308472
1.4378105600674946 1.6349788904190063
1.4246671795845032 1.5793838500976562
1.426438848177592 1.717225432395935
1.414350946744283 1.6704918146133423
1.4103185137112935 1.6360573768615723
1.401937981446584 1.5414890050888062
1.4037614464759827 1.6084064245224
1.3891997039318085 1.9397811889648438
1.3794955015182495 1.6241049766540527
1.3751007616519928 1.8870720863342285
1.369933009147644 1.7151579856872559
1.370912253856659 1.6371904611587524
1.3598615527153015 1.7093220949172974
1.3588305711746216 1.6848078966140747
1.3565722703933716 1.7542529106140137
1.3509852091471355 1.6079515218734741
1.3481811980406444 1.9257526397705078
1.3392110466957092 1.6743736267089844
1.342273732026418 1.6598378419876099
1.331665853659312 1.7325572967529297
1.3263246417045593 1.8078919649124146
1.3248473405838013 1.7218316793441772
1.3176328539848328 1.6062146425247192
1.3203121423721313 1.7329047918319702
1.3128906389077504 1.6720021963119507
1.3098379770914714 1.6189141273498535
1.307169755299886 1.587039589881897
1.304584562778473 1.5196164846420288
1.303302804629008 1.787105917930603
1.3005558252334595 1.6073838472366333
1.2949519256750743 1.5966280698776245
1.2949486672878265 1.7469873428344727
1.28829687833786 1.677821159362793
1.2952361106872559 1.604592204093933
1.289418915907542 1.6164088249206543
1.2839203079541524 1.7482671737670898
1.2821219166119893 1.7467769384384155
1.2806326945622761 1.6905304193496704
1.2775475978851318 1.69532310962677
1.2770913342634838 2.0159237384796143
1.2749337951342266 1.932987093925476
1.2735738356908162 1.6409977674484253
1.271083950996399 1.7221580743789673
1.274716352423032 1.627916693687439
1.2710753679275513 1.683113932609558
1.268139402071635 1.6630114316940308
1.2696535189946492 2.019062042236328
1.2679438591003418 2.026087522506714
1.26497083902359 1.6774048805236816
1.263320694367091 1.6662787199020386
1.262011726697286 1.7556465864181519
1.2608387768268585 1.687005639076233
1.2613255679607391 1.607457160949707
1.2590002814928691 1.7675167322158813
1.2563658654689789 1.7432175874710083
1.255578597386678 1.6886259317398071
1.2541375954945881 1.953097939491272
1.2533814211686451 1.8628220558166504
1.253032664457957 1.5928932428359985
1.2515456080436707 2.036226749420166
1.2497003972530365 2.0314691066741943
1.2486821214358013 1.7074285745620728
1.2487851083278656 1.9777559041976929
1.246742953856786 1.7653247117996216
1.2463800807793934 1.7735295295715332
1.2464662790298462 1.9663928747177124
1.2437131305535634 1.7961183786392212
1.2437691688537598 2.051117181777954
1.2418547471364338 1.626033902168274
1.2425555090109508 1.632139801979065
1.241256336371104 1.7126917839050293
1.2401846845944722 1.7014366388320923
1.2392189701398213 1.712820053100586
1.2387787699699402 1.7122697830200195
1.2382765710353851 1.6957594156265259
1.2371664643287659 1.9757453203201294
1.2367371320724487 1.9714598655700684
1.2358642021814983 1.7631698846817017
1.2358398238817851 1.6067066192626953
1.2355846762657166 1.718804955482483
1.235936274131139 1.6235214471817017
1.2352226972579956 1.7067441940307617
1.2349108060201008 1.686208724975586
1.233902821938197 1.7161000967025757
1.2336067358652751 1.7003531455993652
1.2339460055033367 1.797579288482666
1.2327724893887837 1.7681516408920288
1.2323365310827892 1.72716224193573
1.2315121392409007 1.6882237195968628
1.2315611739953358 2.0010275840759277
1.231568306684494 1.5997142791748047
1.2306454678376515 1.7054252624511719
1.2304963668187459 1.7718225717544556
1.2301827172438304 1.6813735961914062
1.2300973931948345 1.5348018407821655
1.229333500067393 1.6326289176940918
1.2290702263514202 1.7778024673461914
1.2284663220246632 1.7217599153518677
